filepath,label,split,class_id,predicted_class_id,predicted_label,confidence
R:\Developments\ARIS\Disease\Validation\Brownspot\2.jpg,Brownspot,val,5,22,Wheat Brown leaf rust,0.7483943
R:\Developments\ARIS\Disease\Validation\Brownspot\3.jpg,Brownspot,val,5,22,Wheat Brown leaf rust,0.43525052
R:\Developments\ARIS\Disease\Validation\Brownspot\4.jpg,Brownspot,val,5,14,Leaf smut,0.40795806
R:\Developments\ARIS\Disease\Validation\Brownspot\5.jpg,Brownspot,val,5,22,Wheat Brown leaf rust,0.5919974
R:\Developments\ARIS\Disease\Validation\Brownspot\7.jpg,Brownspot,val,5,14,Leaf smut,0.40814734
R:\Developments\ARIS\Disease\Validation\Brownspot\9.jpg,Brownspot,val,5,14,Leaf smut,0.6020505
R:\Developments\ARIS\Disease\Validation\Common_Rust\Image_1.jpg,Common_Rust,val,6,14,Leaf smut,0.31791332
R:\Developments\ARIS\Disease\Validation\Common_Rust\Image_10.jpg,Common_Rust,val,6,27,Wheat mite,0.38598302
R:\Developments\ARIS\Disease\Validation\Common_Rust\Image_11.jpg,Common_Rust,val,6,1,Anthracnose on Cotton,0.20143288
R:\Developments\ARIS\Disease\Validation\Common_Rust\Image_12.jpg,Common_Rust,val,6,22,Wheat Brown leaf rust,0.107830524
R:\Developments\ARIS\Disease\Validation\Common_Rust\Image_13.jpg,Common_Rust,val,6,11,Healthy Wheat,0.12606177
R:\Developments\ARIS\Disease\Validation\Common_Rust\Image_14.jpg,Common_Rust,val,6,22,Wheat Brown leaf rust,0.32364863
R:\Developments\ARIS\Disease\Validation\Common_Rust\Image_15.jpg,Common_Rust,val,6,22,Wheat Brown leaf rust,0.60686463
R:\Developments\ARIS\Disease\Validation\Common_Rust\Image_16.jpg,Common_Rust,val,6,11,Healthy Wheat,0.13558109
R:\Developments\ARIS\Disease\Validation\Common_Rust\Image_17.jpg,Common_Rust,val,6,41,maize stem borer,0.13668849
R:\Developments\ARIS\Disease\Validation\Common_Rust\Image_18.jpg,Common_Rust,val,6,14,Leaf smut,0.29407313
R:\Developments\ARIS\Disease\Validation\Common_Rust\Image_19.jpg,Common_Rust,val,6,9,Gray_Leaf_Spot,0.11581761
R:\Developments\ARIS\Disease\Validation\Common_Rust\Image_20.jpg,Common_Rust,val,6,22,Wheat Brown leaf rust,0.51921606
R:\Developments\ARIS\Disease\Validation\Common_Rust\Image_3.jpg,Common_Rust,val,6,22,Wheat Brown leaf rust,0.67567086
R:\Developments\ARIS\Disease\Validation\Common_Rust\Image_4.jpg,Common_Rust,val,6,36,bollworm on Cotton,0.15848616
R:\Developments\ARIS\Disease\Validation\Common_Rust\Image_5.jpg,Common_Rust,val,6,14,Leaf smut,0.15472288
R:\Developments\ARIS\Disease\Validation\Common_Rust\Image_6.jpg,Common_Rust,val,6,22,Wheat Brown leaf rust,0.3882452
R:\Developments\ARIS\Disease\Validation\Common_Rust\Image_7.jpg,Common_Rust,val,6,38,cotton whitefly,0.13386895
R:\Developments\ARIS\Disease\Validation\Common_Rust\Image_8.jpg,Common_Rust,val,6,22,Wheat Brown leaf rust,0.21403788
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\1 (2).jpg,Cotton Aphid,val,7,1,Anthracnose on Cotton,0.40379688
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\1.jpg,Cotton Aphid,val,7,1,Anthracnose on Cotton,0.400758
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\10 (2).jpg,Cotton Aphid,val,7,37,cotton mealy bug,0.19079505
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\10.jpg,Cotton Aphid,val,7,37,cotton mealy bug,0.18569942
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\11 (2).jpg,Cotton Aphid,val,7,1,Anthracnose on Cotton,0.5099416
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\11.jpg,Cotton Aphid,val,7,1,Anthracnose on Cotton,0.5129081
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\12.jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.30770037
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\13 (2).jpg,Cotton Aphid,val,7,1,Anthracnose on Cotton,0.42418623
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\13.jpg,Cotton Aphid,val,7,1,Anthracnose on Cotton,0.42504406
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\14 (2).jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.51052076
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\14.jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.51364017
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\15 (2).jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.42213917
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\15.jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.4199399
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\16 (2).jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.5088993
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\16.jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.5096181
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\17 (2).jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.5063172
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\17.jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.507123
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\18 (2).jpg,Cotton Aphid,val,7,1,Anthracnose on Cotton,0.36776865
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\18.jpg,Cotton Aphid,val,7,1,Anthracnose on Cotton,0.3695549
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\19 (2).jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.52688587
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\19.jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.52465624
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\2 (2).jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.5528596
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\2.jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.55457306
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\20 (2).jpg,Cotton Aphid,val,7,3,Bacterial Blight in cotton,0.18128075
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\20.jpg,Cotton Aphid,val,7,3,Bacterial Blight in cotton,0.1823652
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\21 (2).jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.21894081
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\21.jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.21743621
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\22.jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.23006922
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\23.jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.48302397
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\24.jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.5015328
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\25.jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.43624428
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\26.jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.396914
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\27.jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.51571584
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\28.jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.39075482
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\29.jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.4868447
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\3 (2).jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.41702142
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\3.jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.4205761
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\30.jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.42696
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\31.jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.48995957
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\32.jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.43399015
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\33.jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.34425497
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\34.jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.3762423
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\35.jpg,Cotton Aphid,val,7,1,Anthracnose on Cotton,0.38801876
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\36.jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.36218965
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\37.jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.48118222
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\38.jpg,Cotton Aphid,val,7,1,Anthracnose on Cotton,0.29921013
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\39.jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.4365537
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\4 (2).jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.55421084
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\4.jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.55489963
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\40.jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.3788651
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\5 (2).jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.172913
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\5.jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.17518838
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\6 (2).jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.40893722
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\6.jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.4106202
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\7 (2).jpg,Cotton Aphid,val,7,1,Anthracnose on Cotton,0.3078936
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\7.jpg,Cotton Aphid,val,7,1,Anthracnose on Cotton,0.30812463
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\8 (2).jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.621912
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\8.jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.6214671
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\9 (2).jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.30528262
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\9.jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.30342558
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\contrast_1.jpg,Cotton Aphid,val,7,1,Anthracnose on Cotton,0.40036058
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\contrast_10.jpg,Cotton Aphid,val,7,1,Anthracnose on Cotton,0.21122117
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\contrast_11.jpg,Cotton Aphid,val,7,1,Anthracnose on Cotton,0.44951573
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\contrast_12.jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.46216393
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\contrast_13.jpg,Cotton Aphid,val,7,1,Anthracnose on Cotton,0.4167029
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\contrast_14.jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.5076819
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\contrast_15.jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.24493833
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\contrast_16.jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.51613647
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\contrast_17.jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.51298314
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\contrast_18.jpg,Cotton Aphid,val,7,1,Anthracnose on Cotton,0.41130003
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\contrast_19.jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.54640716
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\contrast_2.jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.5805905
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\contrast_20.jpg,Cotton Aphid,val,7,3,Bacterial Blight in cotton,0.18196978
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\contrast_21.jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.22770096
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\contrast_22.jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.26924932
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\contrast_23.jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.4731132
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\contrast_24.jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.52855635
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\contrast_25.jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.4372249
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\contrast_26.jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.36501503
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\contrast_27.jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.47062302
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\contrast_28.jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.39845082
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\contrast_29.jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.4674298
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\contrast_3.jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.41851258
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\contrast_30.jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.3684144
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\contrast_31.jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.60277945
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\contrast_32.jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.40037265
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\contrast_33.jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.3794842
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\contrast_34.jpg,Cotton Aphid,val,7,1,Anthracnose on Cotton,0.32883564
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\contrast_35.jpg,Cotton Aphid,val,7,1,Anthracnose on Cotton,0.44407833
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\contrast_36.jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.2731293
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\contrast_37.jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.44743243
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\contrast_38.jpg,Cotton Aphid,val,7,1,Anthracnose on Cotton,0.3695123
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\contrast_39.jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.4435304
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\contrast_4.jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.37969962
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\contrast_40.jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.27886775
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\contrast_5.jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.18448679
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\contrast_6.jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.42668608
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\contrast_7.jpg,Cotton Aphid,val,7,1,Anthracnose on Cotton,0.3113699
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\contrast_8.jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.53957057
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\contrast_9.jpg,Cotton Aphid,val,7,1,Anthracnose on Cotton,0.35856107
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\crop_1.jpg,Cotton Aphid,val,7,36,bollworm on Cotton,0.29417813
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\crop_10.jpg,Cotton Aphid,val,7,1,Anthracnose on Cotton,0.17369366
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\crop_11.jpg,Cotton Aphid,val,7,38,cotton whitefly,0.5821049
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\crop_12.jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.5594239
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\crop_13.jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.45381024
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\crop_14.jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.24663664
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\crop_15.jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.60688114
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\crop_16.jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.7680831
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\crop_17.jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.7586191
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\crop_18.jpg,Cotton Aphid,val,7,38,cotton whitefly,0.18937832
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\crop_19.jpg,Cotton Aphid,val,7,38,cotton whitefly,0.3993131
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\crop_2.jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.57939994
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\crop_20.jpg,Cotton Aphid,val,7,13,Leaf Curl,0.26159668
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\crop_21.jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.2975473
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\crop_22.jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.591138
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\crop_23.jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.31816682
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\crop_24.jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.5237295
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\crop_25.jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.5676936
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\crop_26.jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.54297894
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\crop_3.jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.48792204
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\crop_4.jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.62064415
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\crop_5.jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.37021065
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\crop_6.jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.43499985
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\crop_7.jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.58116865
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\crop_8.jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.552249
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\crop_9.jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.35023555
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\rescale_40.jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.342855
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\rotation_1.jpg,Cotton Aphid,val,7,1,Anthracnose on Cotton,0.46538353
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\rotation_10.jpg,Cotton Aphid,val,7,37,cotton mealy bug,0.19300163
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\rotation_11.jpg,Cotton Aphid,val,7,1,Anthracnose on Cotton,0.43316373
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\rotation_12.jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.4438354
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\rotation_13.jpg,Cotton Aphid,val,7,1,Anthracnose on Cotton,0.44373295
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\rotation_14.jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.50297004
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\rotation_15.jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.3536943
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\rotation_16.jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.5153887
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\rotation_17.jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.5804667
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\rotation_18.jpg,Cotton Aphid,val,7,1,Anthracnose on Cotton,0.24859832
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\rotation_19.jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.59342724
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\rotation_2.jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.54263407
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\rotation_20.jpg,Cotton Aphid,val,7,3,Bacterial Blight in cotton,0.21276377
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\rotation_21.jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.22003615
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\rotation_22.jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.21752514
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\rotation_23.jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.49716052
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\rotation_24.jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.47983846
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\rotation_25.jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.44670153
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\rotation_26.jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.35248077
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\rotation_27.jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.507113
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\rotation_28.jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.4074773
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\rotation_29.jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.47988388
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\rotation_3.jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.45681223
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\rotation_30.jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.41965958
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\rotation_31.jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.4206988
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\rotation_32.jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.37414232
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\rotation_33.jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.3489667
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\rotation_34.jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.37314352
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\rotation_35.jpg,Cotton Aphid,val,7,1,Anthracnose on Cotton,0.3827654
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\rotation_36.jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.39766338
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\rotation_37.jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.5016105
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\rotation_38.jpg,Cotton Aphid,val,7,1,Anthracnose on Cotton,0.3185649
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\rotation_39.jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.5028983
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\rotation_4.jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.5053314
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\rotation_40.jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.36487082
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\rotation_5.jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.17233361
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\rotation_6.jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.48529306
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\rotation_7.jpg,Cotton Aphid,val,7,1,Anthracnose on Cotton,0.2660431
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\rotation_8.jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.67156553
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\rotation_9.jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.29943272
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\rotozoom1.jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.7709256
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\rotozoom10.jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.18580377
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\rotozoom11.jpg,Cotton Aphid,val,7,38,cotton whitefly,0.32072923
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\rotozoom12.jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.3831111
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\rotozoom13.jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.45044804
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\rotozoom14.jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.64550084
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\rotozoom15.jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.43396676
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\rotozoom16.jpg,Cotton Aphid,val,7,38,cotton whitefly,0.16291447
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\rotozoom17.jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.45813859
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\rotozoom18.jpg,Cotton Aphid,val,7,24,Wheat aphid,0.173207
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\rotozoom19.jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.45420134
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\rotozoom2.jpg,Cotton Aphid,val,7,44,thirps on  cotton,0.16723044
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\rotozoom20.jpg,Cotton Aphid,val,7,1,Anthracnose on Cotton,0.2303027
R:\Developments\ARIS\Disease\Validation\Cotton Aphid\rotozoom21.jpg,Cotton Aphid,val,7,7,Cotton Aphid,0.25277746
